mode,value,lift_indices,lift_slacks
56981,377584883/100000000,18993;38676;58359,0;13962947/100000000;584627/25000000
56984,118930827/50000000,18994;38677;58360,1460891/25000000;0;2350847/25000000
56987,39643409/5000000,18995;38678;58361,0;68565181/100000000;26848159/50000000
56990,671951591/100000000,18996;38679;58362,0;52063229/100000000;34908583/50000000
56993,273824817/100000000,18997;38680;58363,0;3220599/5000000;37913337/100000000
56996,779840087/100000000,18998;38681;58364,46526773/100000000;0;170060179/100000000
56999,198621879/10000000,18999;38682;58365,6799401/12500000;0;386279207/100000000
57002,56886499/25000000,19000;38683;58366,1625489/50000000;0;4695741/50000000
57005,67321193/12500000,19001;38684;58367,0;62227483/100000000;27037161/100000000
57008,369445943/100000000,19002;38685;58368,17858209/50000000;1952273/10000000;0
57011,158477257/100000000,19003;38686;58369,10782951/100000000;0;28290627/100000000
57014,49481523/3125000,19004;38687;58370,0;238506023/100000000;13344557/12500000
57017,161826257/12500000,19005;38688;58371,0;5967131/5000000;74965649/50000000
57020,16480569/10000000,19006;38689;58372,195899/20000000;13860831/50000000;0
57023,339561833/20000000,19007;38690;58373,0;40916479/100000000;72005181/100000000
57026,2918651/390625,19008;38691;58374,2878333/25000000;45401169/100000000;0
57029,156508701/25000000,19009;38692;58375,0;145633971/100000000;22321587/100000000
57032,214985289/50000000,19010;38693;58376,25167393/50000000;4652533/100000000;0
57035,45695713/10000000,19011;38694;58377,264929/1000000;0;2669751/100000000
57038,197389209/100000000,19012;38695;58378,34383999/100000000;0;1241269/4000000
57041,9122723/1562500,19013;38696;58379,19521373/25000000;16625899/100000000;0
57044,913918491/50000000,19014;38697;58380,19341673/12500000;0;34931429/50000000
57047,133422241/100000000,19015;38698;58381,0;24292097/100000000;19661471/100000000
57050,1249523883/100000000,19016;38699;58382,19187787/25000000;0;100919837/50000000
57053,86251867/20000000,19017;38700;58383,12099239/100000000;641469/50000000;0
57056,46356889/20000000,19018;38701;58384,1321033/100000000;786139/6250000;0
57059,206505247/50000000,19019;38702;58385,0;143587/1562500;72165417/100000000
57062,110245617/25000000,19020;38703;58386,3578231/50000000;14658679/100000000;0
57065,18561839/10000000,19021;38704;58387,7530557/50000000;0;53829/500000
57068,747599693/50000000,19022;38705;58388,75518791/100000000;0;48039313/100000000
57071,652719089/100000000,19023;38706;58389,0;3653521/20000000;55947909/100000000
57074,28665089/20000000,19024;38707;58390,5813833/100000000;2315161/20000000;0
57077,998368961/100000000,19025;38708;58391,91152987/100000000;0;14581973/100000000
57080,191850627/25000000,19026;38709;58392,3694431/4000000;0;125988823/100000000
57083,37542189/10000000,19027;38710;58393,21390537/100000000;1300209/25000000;0
57086,81170921/20000000,19028;38711;58394,25023823/100000000;23398709/100000000;0
57089,94992863/10000000,19029;38712;58395,242250897/100000000;33929721/50000000;0
57092,62095469/50000000,19030;38713;58396,0;40283/2000000;122037/1250000
57095,341191021/20000000,19031;38714;58397,7779487/50000000;82732987/50000000;0
57098,1023331291/100000000,19032;38715;58398,11843953/50000000;15863481/50000000;0
57101,8727683/5000000,19033;38716;58399,2486113/25000000;0;16720507/100000000
57104,2026847017/50000000,19034;38717;58400,205028149/100000000;402789393/100000000;0
57107,530112093/100000000,19035;38718;58401,20082747/25000000;28280801/50000000;0
57110,38229141/6250000,19036;38719;58402,81447019/100000000;46355209/100000000;0
57113,126918223/20000000,19037;38720;58403,0;1520273/12500000;446981/3125000
57116,232993511/50000000,19038;38721;58404,1985047/100000000;10422859/25000000;0
57119,129083691/50000000,19039;38722;58405,18238847/100000000;170393/25000000;0
57122,187369599/25000000,19040;38723;58406,70793689/50000000;16363177/25000000;0
57125,634062727/50000000,19041;38724;58407,5559529/6250000;0;6997791/6250000
57128,165684269/100000000,19042;38725;58408,0;723857/20000000;3295373/25000000
57131,614059811/50000000,19043;38726;58409,40284639/100000000;40351813/20000000;0
57134,166038759/25000000,19044;38727;58410,63682427/100000000;0;936257/800000
57137,267203173/100000000,19045;38728;58411,0;12822611/100000000;1153419/5000000
57140,12872009/5000000,19046;38729;58412,0;302111/12500000;4421441/100000000
57143,307811117/50000000,19047;38730;58413,52927789/100000000;0;1034227/2000000
57146,1816487/800000,19048;38731;58414,0;1906039/6250000;494143/100000000
57149,297928839/50000000,19049;38732;58415,57868877/100000000;25281041/50000000;0
57152,864124749/100000000,19050;38733;58416,24957643/25000000;0;1195047/10000000
57155,169511623/100000000,19051;38734;58417,0;11335323/100000000;7372597/50000000
57158,24446139/4000000,19052;38735;58418,0;3399383/6250000;4806657/6250000
57161,131343331/20000000,19053;38736;58419,61953489/100000000;22353223/25000000;0
57164,188856801/50000000,19054;38737;58420,0;5732933/100000000;1324429/50000000
57167,1414149/312500,19055;38738;58421,3228443/10000000;1850781/50000000;0
57170,640025727/100000000,19056;38739;58422,27371933/100000000;881717/20000000;0
57173,3175523/2500000,19057;38740;58423,23643/1562500;0;6148517/100000000
57176,43446333/3125000,19058;38741;58424,160693729/50000000;130490713/100000000;0
57179,498271097/50000000,19059;38742;58425,34109599/20000000;6331317/2500000;0
57182,82643/50000,19060;38743;58426,5936907/100000000;6926107/25000000;0
57185,555842423/50000000,19061;38744;58427,18743751/50000000;80603207/100000000;0
57188,467638797/100000000,19062;38745;58428,0;2430317/12500000;25351471/100000000
57191,495678109/100000000,19063;38746;58429,0;3507317/2500000;106646339/100000000
57194,57959451/10000000,19064;38747;58430,0;87594329/100000000;53585471/100000000
57197,53544901/10000000,19065;38748;58431,106698997/100000000;569139/781250;0
57200,10121/3200,19066;38749;58432,0;28808121/100000000;798559/10000000
57203,971820963/100000000,19067;38750;58433,11141173/100000000;8700763/25000000;0
57206,1047899173/100000000,19068;38751;58434,3630989/10000000;0;33547119/50000000
57209,32843091/25000000,19069;38752;58435,5488649/100000000;167481/3125000;0
57212,233164667/12500000,19070;38753;58436,0;1088243/1562500;258464101/100000000
57215,87405389/20000000,19071;38754;58437,0;165919/800000;27668383/100000000
57218,280189757/100000000,19072;38755;58438,47848837/100000000;0;33675509/50000000
57221,3660781/1250000,19073;38756;58439,0;4104477/100000000;5472903/25000000
57224,585097891/100000000,19074;38757;58440,3802133/50000000;29337463/100000000;0
57227,63464679/25000000,19075;38758;58441,11628631/50000000;208157/3125000;0
57230,1237637283/100000000,19076;38759;58442,89933063/50000000;974977/6250000;0
57233,956894383/100000000,19077;38760;58443,68625003/100000000;0;42703527/20000000
57236,96343807/50000000,19078;38761;58444,4879693/50000000;32713/156250;0
57239,464588753/50000000,19079;38762;58445,12306607/12500000;37924517/50000000;0
57242,146278281/12500000,19080;38763;58446,77115967/100000000;0;13464657/50000000
57245,206210269/100000000,19081;38764;58447,0;6335217/100000000;3600909/50000000
57248,62229831/10000000,19082;38765;58448,175471/500000;150161273/100000000;0
57251,519604283/100000000,19083;38766;58449,13464387/10000000;29209949/100000000;0
57254,7238601/5000000,19084;38767;58450,1737621/100000000;0;3442777/25000000
57257,515834127/20000000,19085;38768;58451,97543989/100000000;0;33675321/50000000
57260,765913459/100000000,19086;38769;58452,36354217/100000000;0;57554809/100000000
57263,29514571/25000000,19087;38770;58453,11574317/100000000;4007217/50000000;0
57266,690523527/50000000,19088;38771;58454,68249339/100000000;0;36826949/50000000
57269,189653089/20000000,19089;38772;58455,13899479/12500000;26291427/100000000;0
57272,274809849/25000000,19090;38773;58456,0;15673149/10000000;137308461/100000000
57275,5160729/1000000,19091;38774;58457,0;12912867/20000000;932589/50000000
57278,92896417/12500000,19092;38775;58458,0;61895577/50000000;29107829/25000000
57281,229597953/100000000,19093;38776;58459,0;22100021/100000000;19082323/100000000
57284,1031000991/100000000,19094;38777;58460,98850921/50000000;17614233/20000000;0
57287,1175650861/100000000,19095;38778;58461,2772259/4000000;93595633/100000000;0
57290,179116147/100000000,19096;38779;58462,19503967/100000000;5895953/100000000;0
57293,1270029783/100000000,19097;38780;58463,0;300784879/100000000;17030581/12500000
57296,431898831/100000000,19098;38781;58464,0;26445831/100000000;41720509/100000000
57299,209248049/100000000,19099;38782;58465,540849/12500000;0;2772957/25000000
57302,404403397/100000000,19100;38783;58466,47050643/100000000;8289313/25000000;0
57305,703903679/100000000,19101;38784;58467,63530603/50000000;0;17677/80000
57308,145918987/100000000,19102;38785;58468,5970397/25000000;0;8955233/100000000
57311,1325805321/100000000,19103;38786;58469,0;60943961/50000000;82171543/100000000
57314,314422981/50000000,19104;38787;58470,66482331/100000000;0;3581251/6250000
57317,30102697/12500000,19105;38788;58471,28206361/100000000;3966937/100000000;0
57320,625911983/100000000,19106;38789;58472,78888397/100000000;42252291/100000000;0
57323,20590331/3125000,19107;38790;58473,13487601/50000000;0;6308891/100000000
57326,16647/8000,19108;38791;58474,1012387/12500000;3743587/50000000;0
57329,97589561/25000000,19109;38792;58475,0;7238811/50000000;41159847/100000000
57332,87110621/12500000,19110;38793;58476,46925063/50000000;456151/50000000;0
57335,64943961/50000000,19111;38794;58477,0;16511177/100000000;1006079/12500000
57338,976012937/100000000,19112;38795;58478,29064591/100000000;0;8048599/20000000
57341,573009891/25000000,19113;38796;58479,48667503/25000000;67008293/20000000;0
57344,32205943/25000000,19114;38797;58480,12019449/100000000;0;1884639/50000000
57347,617172011/50000000,19115;38798;58481,0;205386979/100000000;22630691/50000000
57350,781565731/100000000,19116;38799;58482,0;4879909/25000000;6959819/25000000
57353,326935411/100000000,19117;38800;58483,0;441611/2000000;3097199/25000000
57356,714254869/100000000,19118;38801;58484,7639361/25000000;132174657/100000000;0
57359,80559021/20000000,19119;38802;58485,0;4491329/50000000;33845199/100000000
57362,352933879/100000000,19120;38803;58486,2816123/5000000;326473/10000000;0
57365,436566213/50000000,19121;38804;58487,0;117240289/100000000;6253863/100000000
57368,267432869/20000000,19122;38805;58488,28170329/50000000;45536197/50000000;0
57371,66656781/50000000,19123;38806;58489,19850529/100000000;1963319/25000000;0
57374,892888547/100000000,19124;38807;58490,106400591/100000000;21508331/50000000;0
57377,489784769/100000000,19125;38808;58491,0;9005329/100000000;387521/50000000
57380,125902107/50000000,19126;38809;58492,10681509/100000000;0;51354297/100000000
57383,317121109/100000000,19127;38810;58493,17072891/100000000;0;6015369/25000000
57386,181127581/25000000,19128;38811;58494,5218273/25000000;0;9906229/50000000
57389,280979753/100000000,19129;38812;58495,13607561/50000000;0;1076283/4000000
57392,700425267/100000000,19130;38813;58496,125719921/100000000;0;1239039/12500000
57395,736743467/100000000,19131;38814;58497,18865859/100000000;0;25970299/100000000
57398,121483897/100000000,19132;38815;58498,880173/20000000;759603/25000000;0
57401,200369449/50000000,19133;38816;58499,4996487/20000000;0;29305307/100000000
57404,1110936887/100000000,19134;38817;58500,24766443/12500000;1666913/10000000;0
57407,3061679/625000,19135;38818;58501,7689539/12500000;0;14161619/50000000
57410,214006849/50000000,19136;38819;58502,0;129701/2000000;2642531/100000000
57413,116179277/25000000,19137;38820;58503,17877519/20000000;778943/2500000;0
57416,173852661/100000000,19138;38821;58504,0;128233/100000000;2602269/20000000
57419,587490353/50000000,19139;38822;58505,0;4884121/20000000;92256467/50000000
57422,31125679/5000000,19140;38823;58506,24094353/100000000;9664321/50000000;0
57425,74399209/50000000,19141;38824;58507,6454799/50000000;0;13007421/100000000
57428,1353033461/100000000,19142;38825;58508,447283889/100000000;15132737/12500000;0
57431,83633797/12500000,19143;38826;58509,0;52824211/100000000;115707/250000
57434,403168291/100000000,19144;38827;58510,17356189/50000000;16368321/50000000;0
57437,176397589/50000000,19145;38828;58511,67231/4000000;22095639/100000000;0
57440,432606603/100000000,19146;38829;58512,45623599/100000000;4285413/100000000;0
57443,240553727/50000000,19147;38830;58513,0;56964553/100000000;9272681/50000000
57446,141619199/25000000,19148;38831;58514,3274709/3125000;13662837/50000000;0
57449,183481449/20000000,19149;38832;58515,52490187/100000000;0;61767839/100000000
57452,3423079/2000000,19150;38833;58516,0;4643071/100000000;1247769/100000000
57455,2108319929/100000000,19151;38834;58517,0;73656797/50000000;385234047/100000000
57458,567247411/100000000,19152;38835;58518,0;6893167/100000000;1296869/100000000
57461,246972413/100000000,19153;38836;58519,38331863/100000000;12149533/50000000;0
57464,9979703/4000000,19154;38837;58520,1031547/5000000;0;851459/10000000
57467,702240359/100000000,19155;38838;58521,4120471/50000000;15261347/100000000;0
57470,997559/625000,19156;38839;58522,0;4075183/50000000;1435193/12500000
57473,537195519/50000000,19157;38840;58523,2199693/4000000;0;185621549/100000000
57476,80850659/12500000,19158;38841;58524,592221/50000000;9948337/50000000;0
57479,204126999/100000000,19159;38842;58525,0;1785439/3125000;22189563/100000000
57482,234127479/50000000,19160;38843;58526,4654137/25000000;8929841/100000000;0
57485,14201467/1562500,19161;38844;58527,17787521/20000000;0;20932457/50000000
57488,163559181/50000000,19162;38845;58528,878543/20000000;2173529/5000000;0
57491,106415227/25000000,19163;38846;58529,0;2035651/3125000;49280053/100000000
57494,406452161/100000000,19164;38847;58530,281473/4000000;0;8256691/100000000
57497,172563219/100000000,19165;38848;58531,1884643/100000000;0;13060129/50000000
57500,40526533/2000000,19166;38849;58532,0;596481231/100000000;426882309/100000000
57503,1001699209/100000000,19167;38850;58533,0;59489563/100000000;4682737/20000000
57506,141611671/100000000,19168;38851;58534,239403/2000000;0;6846739/100000000
57509,271396823/20000000,19169;38852;58535,16821781/20000000;7748771/50000000;0
57512,420069579/25000000,19170;38853;58536,2101461/2000000;34527333/20000000;0
57515,59178051/12500000,19171;38854;58537,24165991/50000000;0;18585977/50000000
57518,987019/250000,19172;38855;58538,2036939/25000000;34450467/50000000;0
57521,25653477/5000000,19173;38856;58539,2421491/2500000;41598041/100000000;0
57524,45697553/20000000,19174;38857;58540,1757459/25000000;0;7512869/100000000
57527,337548467/50000000,19175;38858;58541,41172501/100000000;12510821/100000000;0
57530,1792612039/100000000,19176;38859;58542,0;124195607/100000000;4557033/10000000
57533,155172637/100000000,19177;38860;58543,1074797/100000000;8635639/50000000;0
57536,327503183/25000000,19178;38861;58544,108924581/50000000;0;66625609/100000000
57539,1621553/400000,19179;38862;58545,0;4395033/20000000;2612369/10000000
57542,218455543/100000000,19180;38863;58546,0;901909/20000000;5420751/25000000
57545,256958931/50000000,19181;38864;58547,0;43314459/100000000;25878631/50000000
57548,439564437/100000000,19182;38865;58548,0;1918259/5000000;640061/1250000
57551,176944161/100000000,19183;38866;58549,13860807/100000000;4646521/50000000;0
57554,995647971/100000000,19184;38867;58550,79587999/100000000;0;21489643/25000000
